Date,Value
2018-10-25,48917428.9572864
2018-10-26,51059798.1087
2018-10-27,48560367.4321
2018-10-28,49988613.5329934
2018-10-29,52130982.6844
2018-10-30,54987474.8863
2018-10-31,58201028.6134137
2018-11-01,54999360.8518
2018-11-02,51070835.0767
2018-11-03,57499331.7996558
2018-11-04,43928060.9401
2018-11-05,51427973.7835
2018-11-06,45713754.4742605
2018-11-07,46428031.8879
2018-11-08,43213783.5264
2018-11-09,45356615.7674304
2018-11-10,46785170.5947
2018-11-11,52142251.1972
2018-11-12,49999418.9562224
2018-11-13,42856644.8196
2018-11-14,48213725.4221
2018-11-15,45356615.7674304
2018-11-16,41672924.1289
2018-11-17,47956936.4976
2018-11-18,40680711.6496954
2018-11-19,41672924.1289
2018-11-20,43657349.0875
2018-11-21,34727436.7741302
2018-11-22,40349974.1566
2018-11-23,41342186.6359
2018-11-24,47295461.5114344
2018-11-25,42003661.622
2018-11-26,36711861.7326
2018-11-27,43326611.594391
2018-11-28,39027024.1843
2018-11-29,34727436.7741
2018-11-30,33404486.8017824
2018-12-01,41011449.1428
2018-12-02,37704074.2119
2018-12-03,35101305.9820655
2018-12-04,38734427.5899
2018-12-05,36488953.5267
2018-12-06,37892374.8161739
2018-12-07,31998005.4003
2018-12-08,35646900.753
2018-12-09,35927585.0108908
2018-12-10,34804847.9793
2018-12-11,35085532.2372
2018-12-12,33682110.9477101
2018-12-13,36769637.7846
2018-12-14,40979901.653
2018-12-15,41821954.42674
2018-12-16,32278689.6582
2018-12-17,44909481.2636
2018-12-18,35766529.4260719
2018-12-19,37822407.4037
2018-12-20,34268624.1577
2018-12-21,35537832.4598879
2018-12-22,44422290.5749
2018-12-23,44676132.2353
2018-12-24,38583932.3850211
2018-12-25,40360824.008
2018-12-26,39853140.6872
2018-12-27,44168448.9144321
2018-12-28,42391557.2914
2018-12-29,35030149.139
2018-12-30,44676132.2352876
2018-12-31,43291796.7609
2019-01-01,41615985.2734
2019-01-02,42174589.1025465
2019-01-03,43291796.7609
2019-01-04,41615985.2734
2019-01-05,45526212.0775833
2019-01-06,39381569.9567
2019-01-07,39381569.9567
2019-01-08,47202023.5651017
2019-01-09,45805513.9922
2019-01-10,43571098.6755
2019-01-11,41336683.3587873
2019-01-12,38543664.2129
2019-01-13,38264362.2983
2019-01-14,43423390.2168908
2019-01-15,38609293.9849
2019-01-16,38901788.6363
2019-01-17,37146820.7278501
2019-01-18,40364261.8933
2019-01-19,38901788.6363
2019-01-20,45921660.2698619
2019-01-21,43874197.7101
2019-01-22,38024304.6821
2019-01-23,42704219.1044576
2019-01-24,47384133.5269
2019-01-25,40364261.8933
2019-01-26,43874197.7100592
2019-01-27,40071767.2419
2019-01-28,42070546.8156
2019-01-29,42201068.245197
2019-01-30,39310584.1188
2019-01-31,44802503.9589
2019-02-01,45669649.196857
2019-02-02,41622971.4199
2019-02-03,39888680.9441
2019-02-04,42490116.6578353
2019-02-05,42490116.6578
2019-02-06,47403939.6727
2019-02-07,50294423.7990704
2019-02-08,47114891.26
2019-02-09,43357261.8958
2019-02-10,41018987.2961362
2019-02-11,43691361.641
2019-02-12,38568926.1383
2019-02-13,46101919.5246807
2019-02-14,42486082.6992
2019-02-15,38267606.4028
2019-02-16,45197960.3183144
2019-02-17,47909837.9374
2019-02-18,46704558.9956
2019-02-19,47005878.731047
2019-02-20,39171565.6092
2019-02-21,35857048.5192
2019-02-22,48813797.1437796
2019-02-23,43088722.1701
2019-02-24,41298258.2978
2019-02-25,43162133.913638
2019-02-26,48595129.7909
2019-02-27,42558467.7051
2019-02-28,45274965.6436762
2019-03-01,48896962.8952
2019-03-02,39841969.7664
2019-03-03,44067633.2265115
2019-03-04,41351135.2879
2019-03-05,44973132.5394
2019-03-06,38634637.3492703
2019-03-07,42860300.8093
2019-03-08,44067633.2265
2019-03-09,41652968.3921821
2019-03-10,41045042.971
2019-03-11,42839445.3543
2019-03-12,43141131.5892332
2019-03-13,40727641.7101
2019-03-14,46761366.4079
2019-03-15,46157993.9381306
2019-03-16,49174856.287
2019-03-17,44046190.2939
2019-03-18,48571483.8172485
2019-03-19,52493404.8708
2019-03-20,48571483.8172
2019-03-21,43141131.5892332
2019-03-22,48571483.8172
2019-03-23,43744504.059
2019-03-24,47490106.9905989
2019-03-25,46933020.833
2019-03-26,42493410.7542
2019-03-27,47250135.8386646
2019-03-28,46298790.8218
2019-03-29,46615905.8274
2019-03-30,44078985.7823784
2019-03-31,44078985.7824
2019-04-01,43127640.7655
2019-04-02,49787055.8836936
2019-04-03,45030330.7993
2019-04-04,44396100.788
2019-04-05,50104170.8893222
2019-04-06,44081037.5637
2019-04-07,44809649.515
2019-04-08,47034242.0441478
2019-04-09,41949459.1205
2019-04-10,47034242.0441
2019-04-11,49894432.4387244
2019-04-12,47987638.8423
2019-04-13,42902855.9186
2019-04-14,38771469.7931489
2019-04-15,46080845.246
2019-04-16,46080845.246
2019-04-17,43856252.7168405
2019-04-18,47352040.9769
2019-04-19,48305437.7751
2019-04-20,41631660.1877254
2019-04-21,51199133.0238
2019-04-22,42318655.5417
2019-04-23,36634060.0211406
2019-04-24,51477170.5469
2019-04-25,45160953.3019
2019-04-26,47687440.1999331
2019-04-27,43266088.1284
2019-04-28,51477170.5469
2019-04-29,51477170.5469476
2019-04-30,44213520.7152
2019-05-01,54003657.445
2019-05-02,58109198.6542231
2019-05-03,48003251.0622
2019-05-04,43006075.3622
2019-05-05,42978500.6950398
2019-05-06,50308167.4802
2019-05-07,42312167.3509
2019-05-08,50641334.152295
2019-05-09,49975000.8082
2019-05-10,41645834.0068
2019-05-11,43311667.3670944
2019-05-12,52640334.1846
2019-05-13,55638834.2331
2019-05-14,50641334.152295
2019-05-15,49641834.1361
2019-05-16,48642334.12
2019-05-17,50308167.4802404
2019-05-18,50986743.4509
2019-05-19,54326123.0261
2019-05-20,53659544.8294566
2019-05-21,50993232.0429
2019-05-22,55659279.4194
2019-05-23,52659677.5344978
2019-05-24,50993232.0429
2019-05-25,46660473.7647
2019-05-26,54992701.222735
2019-05-27,55659279.4194
2019-05-28,54659412.1244
2019-05-29,57992303.1076115
2019-05-30,53664058.506
2019-05-31,43386260.5764
2019-06-01,55994233.735333
2019-06-02,48577778.936
2019-06-03,44127906.0563
2019-06-04,57106701.9552403
2019-06-05,59331638.3951
2019-06-06,58219170.1751
2019-06-07,58589992.9151166
2019-06-08,45982019.7562
2019-06-09,54510942.7755
2019-06-10,58219170.1751475
2019-06-11,53027651.8156
2019-06-12,48577778.936
2019-06-13,55994233.735333
2019-06-14,62264123.1632
2019-06-15,53775192.232
2019-06-16,47882020.4805591
2019-06-17,48986990.184
2019-06-18,60036687.2179
2019-06-19,65193212.5004535
2019-06-20,53038545.7631
2019-06-21,48986990.184
2019-06-22,51933576.0596833
2019-06-23,66666505.4383
2019-06-24,65193212.5005
2019-06-25,53775192.2320125
2019-06-26,60773333.6869
2019-06-27,55539973.1845
2019-06-28,64293187.5738079
2019-06-29,68631991.6432
2019-06-30,59954383.5044
2019-07-01,56404452.902175
2019-07-02,62321003.9059
2019-07-03,67843118.176
2019-07-04,65870934.5081345
2019-07-05,74548542.6469
2019-07-06,70209738.5775
2019-07-07,60348820.2379915
2019-07-08,70209738.5775
2019-07-09,65740170.4585
2019-07-10,58125055.9333793
2019-07-11,58125055.9334
2019-07-12,73895419.9463
2019-07-13,63532037.8806704
2019-07-14,65334365.1964
2019-07-15,65784947.0254
2019-07-16,72994256.2884298
2019-07-17,59927383.2491
2019-07-18,54520401.3019
2019-07-19,53168655.8150291
2019-07-20,79752983.7225
2019-07-21,67136692.5122
2019-07-22,71191928.9726661
2019-07-23,64212845.1846
2019-07-24,62282811.3455
2019-07-25,67211666.9196491
2019-07-26,74380911.3911
2019-07-27,68107822.4786
2019-07-28,78413611.4062573
2019-07-29,75277066.95
2019-07-30,63627044.6839
2019-07-31,76621300.2883999
2019-08-01,63627044.6839
2019-08-02,75725144.7295
2019-08-03,77517455.8473286
2019-08-04,74828989.1705
2019-08-05,70305379.0081
2019-08-06,79916269.034042
2019-08-07,75945274.2994
2019-08-08,70485156.5393
2019-08-09,72967028.2484731
2019-08-10,74952525.6158
2019-08-11,75945274.2994
2019-08-12,66017787.4629043
2019-08-13,77930771.6667
2019-08-14,75448899.9576
2019-08-15,77930771.6667366
2019-08-16,72967028.2485
2019-08-17,63535915.7538
2019-08-18,62740159.3489764
2019-08-19,82514504.7904
2019-08-20,77452265.2327
2019-08-21,68846457.984608
2019-08-22,71377577.7635
2019-08-23,77452265.2327
2019-08-24,80995832.9230682
2019-08-25,78464713.1442
2019-08-26,69352681.9404
2019-08-27,68340234.0288388
2019-08-28,76439817.3211
2019-08-29,83526952.7019
2019-08-30,80995832.9230682
2019-08-31,84033176.6577
2019-09-01,75959123.8205
2019-09-02,79786349.9315495
2019-09-03,87818532.8106
2019-09-04,72825124.7697
2019-09-05,88354011.6691656
2019-09-06,84605659.659
2019-09-07,80321828.7902
2019-09-08,94779757.9723776
2019-09-09,78179913.3557
2019-09-10,97457152.2654
2019-09-11,98528109.9825847
2019-09-12,84605659.659
2019-09-13,81711974.3616
2019-09-14,91618125.6260619
2019-09-15,86889448.1744
2019-09-16,96346803.0777
2019-09-17,87480532.8558527
2019-09-18,102848734.574
2019-09-19,87480532.8559
2019-09-20,89253786.9002281
2019-09-21,98120057.1221
2019-09-22,98120057.1221
2019-09-23,67383653.6862649
2019-09-24,92800294.989
2019-09-25,92209210.3075
2019-09-26,102155715.0684
2019-09-27,83726816.3184
2019-09-28,100852756.02
2019-09-29,86263992.570523
2019-09-30,82458228.1924
2019-10-01,90704051.0117
2019-10-02,93875521.3267456
2019-10-03,93241227.2637
2019-10-04,93241227.2637
2019-10-05,100218461.956931
2019-10-06,94509815.3898
2019-10-07,98315579.7679
2019-10-08,102755638.209005
2019-10-09,87532580.6966
2019-10-10,103681264.293
2019-10-11,100875176.08461
2019-10-12,86002553.9696
2019-10-13,91822275.6668
2019-10-14,87295825.4578357
2019-10-15,98935268.8522
2019-10-16,92468911.4109
2019-10-17,96995361.6198175
2019-10-18,103461719.061
2019-10-19,91822275.6668
2019-10-20,94408818.643289
2019-10-21,102815083.317
2019-10-22,109281440.758
2019-10-23,109144376.317496
2019-10-24,90520752.8588
2019-10-25,93923788.6806
2019-10-26,95285003.0093039
2019-10-27,78269823.9005
2019-10-28,91201360.0232
2019-10-29,90520752.8588387
2019-10-30,91201360.0232
2019-10-31,89840145.6945
2019-11-01,88478931.3657822
2019-11-02,91201360.0232
2019-11-03,93923788.6806
2019-11-04,89840145.6944865
2019-11-05,98007431.6667
2019-11-06,89840145.6945
2019-11-07,91737090.3690835
2019-11-08,80936306.1161
2019-11-09,91053344.3807
2019-11-10,104964271.994364
2019-11-11,95479548.6214
2019-11-12,85362510.3569
2019-11-13,85362510.3568626
2019-11-14,106861216.669
2019-11-15,99905752.8621
2019-11-16,93582603.9467827
2019-11-17,97376493.296
2019-11-18,88524084.8145
2019-11-19,92950289.0552504
2019-11-20,89788714.5976
2019-11-21,87143254.9642
2019-11-22,85127203.6530772
2019-11-23,111568229.03
2019-11-24,84482300.5951
2019-11-25,80612882.2472322
2019-11-26,78678173.0733
2019-11-27,89641525.0589
2019-11-28,105119198.450391
2019-11-29,87706815.885
2019-11-30,81257785.3052
2019-12-01,89641525.0589222
2019-12-02,93510943.4068
2019-12-03,101894683.161
2019-12-04,107698810.682302
2019-12-05,93386357.498
2019-12-06,92816137.3772
2019-12-07,99217250.2997196
2019-12-08,94736471.2539
2019-12-09,94736471.2539
2019-12-10,94736471.2539258
2019-12-11,84494690.5778
2019-12-12,85134801.8701
2019-12-13,97296916.4229509
2019-12-14,96656805.1307
2019-12-15,79373800.2398
2019-12-16,100497472.884232
2019-12-17,90255692.2081
2019-12-18,85774913.1623
2019-12-19,100622310.115052
2019-12-20,100413778.964
2019-12-21,113287340.369
2019-12-22,108781593.877265
2019-12-23,92045964.05
2019-12-24,80459758.785
2019-12-25,82390792.9957983
2019-12-26,107494237.737
2019-12-27,93333320.1906
2019-12-28,95908032.4716714
2019-12-29,99770100.8933
2019-12-30,106850559.666
2019-12-31,93333320.1905527
2020-01-01,112718458.533
2020-01-02,96717718.3124
2020-01-03,115924073.721928
2020-01-04,115238132.457
2020-01-05,111808426.134
2020-01-06,92602070.7246171
2020-01-07,120725662.574
2020-01-08,97403659.577
2020-01-09,107692778.546407
2020-01-10,102205248.429
2020-01-11,111808426.134
2020-01-12,103577130.958646
2020-01-13,98089600.8416
2020-01-14,99607271.22
2020-01-15,110915119.366187
2020-01-16,116791417.081
2020-01-17,116791417.081
2020-01-18,96958912.29362
2020-01-19,110180582.152
2020-01-20,111649656.581
2020-01-21,112384193.794878
2020-01-22,114587805.438
2020-01-23,116791417.081
2020-01-24,111649656.580532
2020-01-25,120464103.153
2020-01-26,105038821.651
2020-01-27,94755300.6505832
2020-01-28,107321517.017
2020-01-29,123011831.713
2020-01-30,119936535.919975
2020-01-31,110710648.542
2020-02-01,116092416.179
2020-02-02,109941824.59331
2020-02-03,113785944.334
2020-02-04,122243007.765
2020-02-05,122243007.76459
2020-02-06,103791233.008
2020-02-07,106866528.8
2020-02-08,106866528.80049
2020-02-09,117630064.075
2020-02-10,93796521.681
2020-02-11,114190850.876276
2020-02-12,109742275.189
2020-02-13,108969442.265
2020-02-14,104332444.722146
2020-02-15,109742275.189
2020-02-16,109742275.189
2020-02-17,121334769.047237
2020-02-18,115924938.58
2020-02-19,108969442.265
2020-02-20,97376948.4073364
2020-02-21,119016270.276
2020-02-22,114379272.732
2020-02-23,109742275.18922
2020-02-24,108969442.265
2020-02-25,111020255.745
2020-02-26,104700775.427287
2020-02-27,113169220.499
2020-02-28,121637665.57
2020-02-29,107010351.35583
2020-03-01,114708937.784307
2020-03-02,117788372.355698
2020-03-03,117788372.355698
2020-03-04,128566393.355566
2020-03-05,125486958.784175
2020-03-06,119328089.641393
2020-03-07,120867806.927089
2020-03-08,121637665.569937
2020-03-09,119877105.097528
2020-03-10,108616241.391911
2020-03-11,97919187.3154346
2020-03-12,124250397.349837
2020-03-13,102856289.196885
2020-03-14,105324840.13761
2020-03-15,97919187.3154346
2020-03-16,97919187.3154346
2020-03-17,101210588.569735
2020-03-18,82285031.3575081
2020-03-19,88044983.5525337
2020-03-20,89690684.1796838
2020-03-21,102033438.88331
2020-03-22,104501989.824035
2020-03-23,92159235.1204091
2020-03-24,108616241.391911
2020-03-25,75702228.8489074
2020-03-26,112492821.358516
2020-03-27,107197274.863781
2020-03-28,93365368.4297446
2020-03-29,104430893.576974
2020-03-30,101664512.290166
2020-03-31,109963656.150588
2020-04-01,105814084.220377
2020-04-02,105814084.220377
2020-04-03,91290582.4646392
2020-04-04,108580465.507185
2020-04-05,121029181.297817
2020-04-06,88524201.1778319
2020-04-07,116188014.045904
2020-04-08,103061194.836332
2020-04-09,112650577.826398
2020-04-10,119234053.153915
2020-04-11,116308064.119463
2020-04-12,111919080.567785
2020-04-13,125086031.222819
2020-04-14,122891539.44698
2020-04-15,123623036.705593
2020-04-16,112650577.826398
2020-04-17,92900151.843848
2020-04-18,115576566.86085
2020-04-19,111187583.309172
2020-04-20,117771058.636689
2020-04-21,115730561.554044
2020-04-22,103923467.233466
2020-04-23,112649865.245436
2020-04-24,114236483.065795
2020-04-25,107890011.784362
2020-04-26,108683320.694541
2020-04-27,111856556.335257
2020-04-28,122169572.167586
2020-04-29,115029791.975974
2020-04-30,107096702.874182
2020-05-01,111856556.335257
2020-05-02,117409718.706511
2020-05-03,133275896.910094
2020-05-04,125342807.808302
2020-05-05,126294576.814336
2020-05-06,123288445.655594
2020-05-07,117684425.398522
2020-05-08,109678682.174133
2020-05-09,108878107.851694
2020-05-10,136097634.814617
2020-05-11,125690168.622911
2020-05-12,116883851.076083
2020-05-13,95268344.370232
2020-05-14,91265472.7580373
2020-05-15,100071790.304866
2020-05-16,100872364.627304
2020-05-17,81658580.8887703
2020-05-18,102473513.272182
2020-05-19,92066047.0804763
2020-05-20,86971887.3185643
2020-05-21,98579623.7035512
2020-05-22,83529299.4740014
2020-05-23,89549429.1658213
2020-05-24,87291880.5313888
2020-05-25,94064526.4346863
2020-05-26,93312010.2232088
2020-05-27,103847237.183894
2020-05-28,98579623.7035512
2020-05-29,95569558.8576412
2020-05-30,117392528.990488
2020-05-31,112877431.721623
2020-06-01,100837172.337984
2020-06-02,97074591.2805962
2020-06-03,104599753.395371
2020-06-04,108668660.65278
2020-06-05,122192367.725211
2020-06-06,133797229.464477
2020-06-07,108539589.208428
2020-06-08,110587505.985945
2020-06-09,109222228.134267
2020-06-10,111952783.837623
2020-06-11,126288201.280246
2020-06-12,111270144.911784
2020-06-13,107856950.282588
2020-06-14,116048617.392658
2020-06-15,94204171.7658051
2020-06-16,106374812.691088
2020-06-17,108283617.573483
2020-06-18,97298323.0370428
2020-06-19,111422273.155323
2020-06-20,107498953.678023
2020-06-21,114560928.737163
2020-06-22,112206937.050783
2020-06-23,123976895.482684
2020-06-24,109068281.468943
2020-06-25,110637609.259863
2020-06-26,128684878.855444
2020-06-27,108283617.573483
2020-06-28,117699584.319003
2020-06-29,113776264.841703
2020-06-30,115344676.145677
2020-07-01,127111309.039231
2020-07-02,128680584.459468
2020-07-03,127895946.749349
2020-07-04,123188120.488637
2020-07-05,127895946.749349
2020-07-06,120834207.358281
2020-07-07,126326671.329112
2020-07-08,118480294.227925
2020-07-09,128680584.459468
2020-07-10,126326671.329112
2020-07-11,122403482.778518
2020-07-12,119264931.938044
2020-07-13,121086665.700822
2020-07-14,124167138.542574
2020-07-15,118993507.769967
2020-07-16,117268964.179098
2020-07-17,101748071.861276
2020-07-18,112095333.40649
2020-07-19,112957605.201925
2020-07-20,121580323.15627
2020-07-21,107783974.429318
2020-07-22,124167138.542574
2020-07-23,117268964.179098
2020-07-24,138825759.064961
2020-07-25,122442594.951705
2020-07-26,136238943.678657
2020-07-27,128205972.903398
2020-07-28,121437040.395232
2020-07-29,123949530.886168
2020-07-30,113062072.092113
2020-07-31,128137015.037728
2020-08-01,114737065.752737
2020-08-02,118087053.073985
2020-08-03,135674486.510536
2020-08-04,121437040.395232
2020-08-05,108037091.110241
2020-08-06,130649505.528664
2020-08-07,127299518.207416
2020-08-08,118924549.904297
2020-08-09,130649505.528664
2020-08-10,114901504.532898
2020-08-11,129741892.842126
2020-08-12,132269332.313077
2020-08-13,123844534.076575
2020-08-14,140694130.549579
2020-08-15,131426852.489427
2020-08-16,128056933.194826
2020-08-17,105309977.956271
2020-08-18,117947175.311024
2020-08-19,116262215.6637237
2020-08-20,123002054.25292504
2020-08-21,130584372.6657766
2020-08-22,114577256.01642336
2020-08-23,132269332.31307696
2020-08-24,128441437.17505692
2020-08-25,111720008.69546376
2020-08-26,123939384.6465301
2020-08-27,112592821.26339708
2020-08-28,142268448.57312962
2020-08-29,127430634.91826336
2020-08-30,110847196.12753049
2020-08-31,130921885.1899966
2020-09-01,134413135.46172985
2020-09-02,125685009.78239676
2020-09-03,112592821.26339708
2020-09-04,117829696.67099696
2020-09-05,123066572.0785968
2020-09-06,130921885.1899966
2020-09-07,151762133.7678071
2020-09-08,133652505.32879265
2020-09-09,128478859.9612265
2020-09-10,136239328.01257572
2020-09-11,118993843.45402186
2020-09-12,146586618.74770805
2020-09-13,139688424.9242865
